Video_index,Video_name,Video_category,Start_times,End_times,Action_labels,Nouns
1334,OP03-R01-PastaSalad-701870-702760,OP03-R01-PastaSalad,701870,702760,5,bell_pepper
1335,OP03-R01-PastaSalad-703810-713290,OP03-R01-PastaSalad,703810,713290,4,bell_pepper
1336,OP03-R01-PastaSalad-713300-713960,OP03-R01-PastaSalad,713300,713960,3,bell_pepper
1337,OP03-R01-PastaSalad-715040-715770,OP03-R01-PastaSalad,715040,715770,3,bell_pepper
1338,OP03-R01-PastaSalad-715970-717150,OP03-R01-PastaSalad,715970,717150,5,bell_pepper
1339,OP03-R01-PastaSalad-717410-718100,OP03-R01-PastaSalad,717410,718100,3,eating_utensil
1340,OP03-R01-PastaSalad-718570-728660,OP03-R01-PastaSalad,718570,728660,4,bell_pepper
1341,OP03-R01-PastaSalad-732490-733420,OP03-R01-PastaSalad,732490,733420,3,cooking_utensil
1342,OP03-R01-PastaSalad-733590-740840,OP03-R01-PastaSalad,733590,740840,0,pasta
1343,OP03-R01-PastaSalad-745690-749260,OP03-R01-PastaSalad,745690,749260,3,pasta
1344,OP03-R01-PastaSalad-752690-759600,OP03-R01-PastaSalad,752690,759600,7,pasta
1345,OP03-R01-PastaSalad-760880-762320,OP03-R01-PastaSalad,760880,762320,5,cooking_utensil
1346,OP03-R01-PastaSalad-765640-766210,OP03-R01-PastaSalad,765640,766210,3,plate
1347,OP03-R01-PastaSalad-766920-767610,OP03-R01-PastaSalad,766920,767610,3,eating_utensil
1348,OP03-R01-PastaSalad-767990-771450,OP03-R01-PastaSalad,767990,771450,10,"bell_pepper,plate,bowl"
1349,OP03-R01-PastaSalad-772310-774690,OP03-R01-PastaSalad,772310,774690,5,plate
1350,OP03-R01-PastaSalad-774720-775500,OP03-R01-PastaSalad,774720,775500,5,eating_utensil
1351,OP03-R01-PastaSalad-775630-776370,OP03-R01-PastaSalad,775630,776370,3,eating_utensil
1352,OP03-R01-PastaSalad-776400-776900,OP03-R01-PastaSalad,776400,776900,3,bowl
1353,OP03-R01-PastaSalad-778250-784540,OP03-R01-PastaSalad,778250,784540,0,salad
1354,OP03-R01-PastaSalad-785010-786100,OP03-R01-PastaSalad,785010,786100,1,recipe
1355,OP03-R01-PastaSalad-788680-789250,OP03-R01-PastaSalad,788680,789250,3,cooking_utensil
1356,OP03-R01-PastaSalad-789540-810300,OP03-R01-PastaSalad,789540,810300,0,pasta
1357,OP03-R01-PastaSalad-811690-813790,OP03-R01-PastaSalad,811690,813790,3,pasta
1358,OP03-R01-PastaSalad-815380-817080,OP03-R01-PastaSalad,815380,817080,0,stove
1359,OP03-R01-PastaSalad-819100-820670,OP03-R01-PastaSalad,819100,820670,3,pot
1360,OP03-R01-PastaSalad-823730-824530,OP03-R01-PastaSalad,823730,824530,3,bowl
1361,OP03-R01-PastaSalad-824840-826270,OP03-R01-PastaSalad,824840,826270,5,bowl
1362,OP03-R01-PastaSalad-827100-854570,OP03-R01-PastaSalad,827100,854570,10,"pasta,pot,bowl"
1363,OP03-R01-PastaSalad-854740-855910,OP03-R01-PastaSalad,854740,855910,7,pot
1364,OP03-R01-PastaSalad-857110-858370,OP03-R01-PastaSalad,857110,858370,5,pot
1365,OP03-R01-PastaSalad-859160-859980,OP03-R01-PastaSalad,859160,859980,3,eating_utensil
1366,OP03-R01-PastaSalad-863160-865470,OP03-R01-PastaSalad,863160,865470,0,pasta
1367,OP03-R01-PastaSalad-866120-867020,OP03-R01-PastaSalad,866120,867020,5,eating_utensil
1368,OP03-R01-PastaSalad-867540-868350,OP03-R01-PastaSalad,867540,868350,3,oil_container
1369,OP03-R01-PastaSalad-868480-870620,OP03-R01-PastaSalad,868480,870620,2,condiment_container
1370,OP03-R01-PastaSalad-872040-876740,OP03-R01-PastaSalad,872040,876740,9,"condiment,condiment_container,salad"
1371,OP03-R01-PastaSalad-877180-878020,OP03-R01-PastaSalad,877180,878020,5,oil_container
1372,OP03-R01-PastaSalad-879780-892210,OP03-R01-PastaSalad,879780,892210,0,pasta
1373,OP03-R01-PastaSalad-892720-894450,OP03-R01-PastaSalad,892720,894450,1,recipe
1374,OP03-R01-PastaSalad-896020-897600,OP03-R01-PastaSalad,896020,897600,2,fridge
1375,OP03-R01-PastaSalad-897860-899920,OP03-R01-PastaSalad,897860,899920,3,condiment_container
1376,OP03-R01-PastaSalad-902090-903870,OP03-R01-PastaSalad,902090,903870,5,condiment_container
1377,OP03-R01-PastaSalad-903630-904300,OP03-R01-PastaSalad,903630,904300,3,condiment_container
1378,OP03-R01-PastaSalad-904310-905770,OP03-R01-PastaSalad,904310,905770,3,condiment_container
1379,OP03-R01-PastaSalad-907200-909410,OP03-R01-PastaSalad,907200,909410,2,condiment_container
1380,OP03-R01-PastaSalad-909540-910240,OP03-R01-PastaSalad,909540,910240,1,condiment_container
1381,OP03-R01-PastaSalad-912290-912990,OP03-R01-PastaSalad,912290,912990,3,eating_utensil
1382,OP03-R01-PastaSalad-913050-914280,OP03-R01-PastaSalad,913050,914280,9,"condiment,condiment_container,salad"
1383,OP03-R01-PastaSalad-914090-915400,OP03-R01-PastaSalad,914090,915400,0,pasta
1384,OP03-R01-PastaSalad-915540-917190,OP03-R01-PastaSalad,915540,917190,9,"condiment,condiment_container,salad"
1385,OP03-R01-PastaSalad-917220-930890,OP03-R01-PastaSalad,917220,930890,0,salad
1386,OP03-R01-PastaSalad-932690-933360,OP03-R01-PastaSalad,932690,933360,5,eating_utensil
1387,OP03-R01-PastaSalad-933870-934410,OP03-R01-PastaSalad,933870,934410,5,eating_utensil
1388,OP03-R01-PastaSalad-935080-936850,OP03-R01-PastaSalad,935080,936850,5,bowl
1389,OP03-R01-PastaSalad-939010-939690,OP03-R01-PastaSalad,939010,939690,3,lid
1390,OP03-R01-PastaSalad-939940-942800,OP03-R01-PastaSalad,939940,942800,6,condiment_container
1391,OP03-R01-PastaSalad-942830-944020,OP03-R01-PastaSalad,942830,944020,5,condiment_container
1392,OP03-R01-PastaSalad-944990-945700,OP03-R01-PastaSalad,944990,945700,5,eating_utensil
1393,OP03-R01-PastaSalad-948060-948750,OP03-R01-PastaSalad,948060,948750,3,oil_container
1394,OP03-R01-PastaSalad-948900-951850,OP03-R01-PastaSalad,948900,951850,6,condiment_container
1395,OP03-R02-TurkeySandwich-56410-58260,OP03-R02-TurkeySandwich,56410,58260,2,fridge
1396,OP03-R02-TurkeySandwich-59360-61080,OP03-R02-TurkeySandwich,59360,61080,3,bread_container
1397,OP03-R02-TurkeySandwich-64090-64950,OP03-R02-TurkeySandwich,64090,64950,3,plate
1398,OP03-R02-TurkeySandwich-64950-65820,OP03-R02-TurkeySandwich,64950,65820,3,plate
1399,OP03-R02-TurkeySandwich-66410-66910,OP03-R02-TurkeySandwich,66410,66910,5,plate
1400,OP03-R02-TurkeySandwich-66910-68560,OP03-R02-TurkeySandwich,66910,68560,7,bread
1401,OP03-R02-TurkeySandwich-72180-73360,OP03-R02-TurkeySandwich,72180,73360,2,fridge
1402,OP03-R02-TurkeySandwich-73370-75040,OP03-R02-TurkeySandwich,73370,75040,3,tomato_container
1403,OP03-R02-TurkeySandwich-75330-78820,OP03-R02-TurkeySandwich,75330,78820,3,lettuce_container
1404,OP03-R02-TurkeySandwich-78870-84020,OP03-R02-TurkeySandwich,78870,84020,3,lettuce_container
1405,OP03-R02-TurkeySandwich-85090-86110,OP03-R02-TurkeySandwich,85090,86110,5,grocery_bag
1406,OP03-R02-TurkeySandwich-91980-94870,OP03-R02-TurkeySandwich,91980,94870,2,lettuce_container
1407,OP03-R02-TurkeySandwich-96340-99720,OP03-R02-TurkeySandwich,96340,99720,2,grocery_bag
1408,OP03-R02-TurkeySandwich-99770-105050,OP03-R02-TurkeySandwich,99770,105050,3,tomato
1409,OP03-R02-TurkeySandwich-106120-110510,OP03-R02-TurkeySandwich,106120,110510,3,label
1410,OP03-R02-TurkeySandwich-114070-121620,OP03-R02-TurkeySandwich,114070,121620,4,tomato
1411,OP03-R02-TurkeySandwich-122490-124050,OP03-R02-TurkeySandwich,122490,124050,5,tomato
1412,OP03-R02-TurkeySandwich-125130-126500,OP03-R02-TurkeySandwich,125130,126500,5,eating_utensil
1413,OP03-R02-TurkeySandwich-126810-128130,OP03-R02-TurkeySandwich,126810,128130,10,"lettuce,lettuce_container,plate"
1414,OP03-R02-TurkeySandwich-128190-128970,OP03-R02-TurkeySandwich,128190,128970,5,lettuce
1415,OP03-R02-TurkeySandwich-133110-135520,OP03-R02-TurkeySandwich,133110,135520,4,lettuce
1416,OP03-R02-TurkeySandwich-143220-144860,OP03-R02-TurkeySandwich,143220,144860,5,eating_utensil
1417,OP03-R02-TurkeySandwich-145880-153010,OP03-R02-TurkeySandwich,145880,153010,6,lettuce_container
1418,OP03-R02-TurkeySandwich-155190-156980,OP03-R02-TurkeySandwich,155190,156980,2,fridge
1419,OP03-R02-TurkeySandwich-158200-160790,OP03-R02-TurkeySandwich,158200,160790,5,lettuce_container
1420,OP03-R02-TurkeySandwich-161070-162060,OP03-R02-TurkeySandwich,161070,162060,2,fridge
1421,OP03-R02-TurkeySandwich-162060-163410,OP03-R02-TurkeySandwich,162060,163410,6,fridge
1422,OP03-R02-TurkeySandwich-164640-167510,OP03-R02-TurkeySandwich,164640,167510,5,tomato_container
1423,OP03-R02-TurkeySandwich-167630-169800,OP03-R02-TurkeySandwich,167630,169800,6,fridge
1424,OP03-R02-TurkeySandwich-170320-172380,OP03-R02-TurkeySandwich,170320,172380,2,fridge
1425,OP03-R02-TurkeySandwich-172380-173860,OP03-R02-TurkeySandwich,172380,173860,6,fridge
1426,OP03-R02-TurkeySandwich-173870-175450,OP03-R02-TurkeySandwich,173870,175450,2,fridge_drawer
1427,OP03-R02-TurkeySandwich-175470-177060,OP03-R02-TurkeySandwich,175470,177060,3,deli_meat
1428,OP03-R02-TurkeySandwich-177270-179100,OP03-R02-TurkeySandwich,177270,179100,3,cheese_container
1429,OP03-R02-TurkeySandwich-179150-180830,OP03-R02-TurkeySandwich,179150,180830,6,fridge
1430,OP03-R02-TurkeySandwich-183780-190930,OP03-R02-TurkeySandwich,183780,190930,2,bread_container
1431,OP03-R02-TurkeySandwich-191020-193610,OP03-R02-TurkeySandwich,191020,193610,3,bread
1432,OP03-R02-TurkeySandwich-193680-196500,OP03-R02-TurkeySandwich,193680,196500,5,bread
1433,OP03-R02-TurkeySandwich-196650-208420,OP03-R02-TurkeySandwich,196650,208420,6,bread_container
1434,OP03-R02-TurkeySandwich-208740-209380,OP03-R02-TurkeySandwich,208740,209380,3,bread_container
1435,OP03-R02-TurkeySandwich-210120-211910,OP03-R02-TurkeySandwich,210120,211910,2,fridge
1436,OP03-R02-TurkeySandwich-211560-215200,OP03-R02-TurkeySandwich,211560,215200,5,bread_container
1437,OP03-R02-TurkeySandwich-215270-217100,OP03-R02-TurkeySandwich,215270,217100,6,fridge
1438,OP03-R02-TurkeySandwich-217690-219590,OP03-R02-TurkeySandwich,217690,219590,2,fridge
1439,OP03-R02-TurkeySandwich-221630-222800,OP03-R02-TurkeySandwich,221630,222800,2,fridge
1440,OP03-R02-TurkeySandwich-223750-224740,OP03-R02-TurkeySandwich,223750,224740,3,condiment_container
1441,OP03-R02-TurkeySandwich-224760-226080,OP03-R02-TurkeySandwich,224760,226080,6,fridge
1442,OP03-R02-TurkeySandwich-229680-231670,OP03-R02-TurkeySandwich,229680,231670,1,recipe
1443,OP03-R02-TurkeySandwich-232640-234320,OP03-R02-TurkeySandwich,232640,234320,2,fridge
1444,OP03-R02-TurkeySandwich-238690-239790,OP03-R02-TurkeySandwich,238690,239790,3,condiment_container
1445,OP03-R02-TurkeySandwich-241490-243810,OP03-R02-TurkeySandwich,241490,243810,5,condiment_container
1446,OP03-R02-TurkeySandwich-244990-246930,OP03-R02-TurkeySandwich,244990,246930,2,grocery_bag
1447,OP03-R02-TurkeySandwich-247070-252000,OP03-R02-TurkeySandwich,247070,252000,3,deli_meat
1448,OP03-R02-TurkeySandwich-252540-255230,OP03-R02-TurkeySandwich,252540,255230,5,deli_meat
1449,OP03-R02-TurkeySandwich-257460-268580,OP03-R02-TurkeySandwich,257460,268580,5,lettuce
1450,OP03-R02-TurkeySandwich-269560-273570,OP03-R02-TurkeySandwich,269560,273570,5,tomato
1451,OP03-R02-TurkeySandwich-274550-275740,OP03-R02-TurkeySandwich,274550,275740,5,lettuce
1452,OP03-R02-TurkeySandwich-275810-276670,OP03-R02-TurkeySandwich,275810,276670,5,tomato
1453,OP03-R02-TurkeySandwich-276760-278630,OP03-R02-TurkeySandwich,276760,278630,5,tomato
1454,OP03-R02-TurkeySandwich-280160-281100,OP03-R02-TurkeySandwich,280160,281100,2,condiment_container
1455,OP03-R02-TurkeySandwich-281980-282700,OP03-R02-TurkeySandwich,281980,282700,3,bread
1456,OP03-R02-TurkeySandwich-286630-287490,OP03-R02-TurkeySandwich,286630,287490,3,bread
1457,OP03-R02-TurkeySandwich-287840-293020,OP03-R02-TurkeySandwich,287840,293020,0,"condiment,bread"
1458,OP03-R02-TurkeySandwich-293640-294350,OP03-R02-TurkeySandwich,293640,294350,6,condiment_container
1459,OP03-R02-TurkeySandwich-294410-295230,OP03-R02-TurkeySandwich,294410,295230,5,bread
1460,OP03-R02-TurkeySandwich-295240-296470,OP03-R02-TurkeySandwich,295240,296470,5,bread
1461,OP03-R02-TurkeySandwich-297550-298810,OP03-R02-TurkeySandwich,297550,298810,3,eating_utensil
1462,OP03-R02-TurkeySandwich-298960-299870,OP03-R02-TurkeySandwich,298960,299870,3,bread
1463,OP03-R02-TurkeySandwich-300290-310270,OP03-R02-TurkeySandwich,300290,310270,0,"butter,bread,eating_utensil"
1464,OP03-R02-TurkeySandwich-310370-311260,OP03-R02-TurkeySandwich,310370,311260,5,eating_utensil
1465,OP03-R02-TurkeySandwich-311260-312060,OP03-R02-TurkeySandwich,311260,312060,5,eating_utensil
1466,OP03-R02-TurkeySandwich-312450-313360,OP03-R02-TurkeySandwich,312450,313360,2,condiment_container
1467,OP03-R02-TurkeySandwich-315150-315710,OP03-R02-TurkeySandwich,315150,315710,7,condiment_container
1468,OP03-R02-TurkeySandwich-317570-318510,OP03-R02-TurkeySandwich,317570,318510,2,condiment_container
1469,OP03-R02-TurkeySandwich-318650-325240,OP03-R02-TurkeySandwich,318650,325240,0,"condiment,bread"
1470,OP03-R02-TurkeySandwich-325390-326270,OP03-R02-TurkeySandwich,325390,326270,6,condiment_container
1471,OP03-R02-TurkeySandwich-327500-328460,OP03-R02-TurkeySandwich,327500,328460,3,cheese
1472,OP03-R02-TurkeySandwich-329310-330400,OP03-R02-TurkeySandwich,329310,330400,8,plastic_film
1473,OP03-R02-TurkeySandwich-330560-333540,OP03-R02-TurkeySandwich,330560,333540,8,plastic_film
1474,OP03-R02-TurkeySandwich-334370-335120,OP03-R02-TurkeySandwich,334370,335120,5,cheese
1475,OP03-R02-TurkeySandwich-335310-336580,OP03-R02-TurkeySandwich,335310,336580,5,cheese
1476,OP03-R02-TurkeySandwich-336630-337330,OP03-R02-TurkeySandwich,336630,337330,3,cheese
1477,OP03-R02-TurkeySandwich-337460-342210,OP03-R02-TurkeySandwich,337460,342210,2,cheese_container
1478,OP03-R02-TurkeySandwich-342670-343600,OP03-R02-TurkeySandwich,342670,343600,8,plastic_film
1479,OP03-R02-TurkeySandwich-343700-345670,OP03-R02-TurkeySandwich,343700,345670,5,cheese
1480,OP03-R02-TurkeySandwich-345940-346560,OP03-R02-TurkeySandwich,345940,346560,5,tomato
1481,OP03-R02-TurkeySandwich-346650-347600,OP03-R02-TurkeySandwich,346650,347600,5,tomato
1482,OP03-R02-TurkeySandwich-347740-348740,OP03-R02-TurkeySandwich,347740,348740,3,bread
1483,OP03-R02-TurkeySandwich-350460-351050,OP03-R02-TurkeySandwich,350460,351050,5,sandwich
1484,OP03-R02-TurkeySandwich-352370-354160,OP03-R02-TurkeySandwich,352370,354160,7,sandwich
1485,OP03-R02-TurkeySandwich-354600-355370,OP03-R02-TurkeySandwich,354600,355370,3,plastic_film
1486,OP03-R02-TurkeySandwich-355370-356080,OP03-R02-TurkeySandwich,355370,356080,7,eating_utensil
1487,OP03-R02-TurkeySandwich-356080-357230,OP03-R02-TurkeySandwich,356080,357230,5,eating_utensil
1488,OP03-R02-TurkeySandwich-358000-360780,OP03-R02-TurkeySandwich,358000,360780,6,deli_meat_container
1489,OP03-R02-TurkeySandwich-363100-364550,OP03-R02-TurkeySandwich,363100,364550,5,deli_meat_container
1490,OP03-R02-TurkeySandwich-364610-365270,OP03-R02-TurkeySandwich,364610,365270,5,deli_meat_container
1491,OP03-R02-TurkeySandwich-364790-365770,OP03-R02-TurkeySandwich,364790,365770,5,deli_meat_container
1492,OP03-R02-TurkeySandwich-365920-366760,OP03-R02-TurkeySandwich,365920,366760,3,condiment_container
1493,OP03-R02-TurkeySandwich-366870-367880,OP03-R02-TurkeySandwich,366870,367880,3,condiment_container
1494,OP03-R02-TurkeySandwich-368400-370330,OP03-R02-TurkeySandwich,368400,370330,2,fridge
1495,OP03-R02-TurkeySandwich-370430-374120,OP03-R02-TurkeySandwich,370430,374120,5,condiment_container
1496,OP03-R02-TurkeySandwich-376290-378060,OP03-R02-TurkeySandwich,376290,378060,6,fridge
1497,OP03-R02-TurkeySandwich-378310-379600,OP03-R02-TurkeySandwich,378310,379600,2,fridge
1498,OP03-R02-TurkeySandwich-379630-381140,OP03-R02-TurkeySandwich,379630,381140,5,condiment_container
1499,OP03-R02-TurkeySandwich-382490-383650,OP03-R02-TurkeySandwich,382490,383650,3,deli_meat_container
1500,OP03-R02-TurkeySandwich-384070-385440,OP03-R02-TurkeySandwich,384070,385440,5,deli_meat_container
1501,OP03-R02-TurkeySandwich-384980-386370,OP03-R02-TurkeySandwich,384980,386370,5,deli_meat_container
1502,OP03-R02-TurkeySandwich-388470-389620,OP03-R02-TurkeySandwich,388470,389620,3,plate
1503,OP03-R02-TurkeySandwich-393840-395080,OP03-R02-TurkeySandwich,393840,395080,5,plate
1504,OP03-R07-Pizza-29955-30875,OP03-R07-Pizza,29955,30875,7,plate
1505,OP03-R07-Pizza-30890-31918,OP03-R07-Pizza,30890,31918,5,plate
1506,OP03-R07-Pizza-32199-33536,OP03-R07-Pizza,32199,33536,5,plate
1507,OP03-R07-Pizza-33912-36004,OP03-R07-Pizza,33912,36004,2,fridge
1508,OP03-R07-Pizza-36553-40279,OP03-R07-Pizza,36553,40279,3,pizza_crust_container
1509,OP03-R07-Pizza-43306-44992,OP03-R07-Pizza,43306,44992,5,pizza_crust_container
1510,OP03-R07-Pizza-61977-75534,OP03-R07-Pizza,61977,75534,2,pizza_crust_container
1511,OP03-R07-Pizza-71387-72130,OP03-R07-Pizza,71387,72130,2,pizza_crust_container
1512,OP03-R07-Pizza-77376-93076,OP03-R07-Pizza,77376,93076,2,pizza_crust_container
1513,OP03-R07-Pizza-93756-96133,OP03-R07-Pizza,93756,96133,5,pizza_crust
1514,OP03-R07-Pizza-96659-97536,OP03-R07-Pizza,96659,97536,7,plate
1515,OP03-R07-Pizza-97262-98092,OP03-R07-Pizza,97262,98092,5,plate
1516,OP03-R07-Pizza-98352-99786,OP03-R07-Pizza,98352,99786,3,pizza_bread_container
1517,OP03-R07-Pizza-102453-104235,OP03-R07-Pizza,102453,104235,2,fridge
1518,OP03-R07-Pizza-104850-108896,OP03-R07-Pizza,104850,108896,5,pizza_crust_container
1519,OP03-R07-Pizza-109585-111518,OP03-R07-Pizza,109585,111518,6,fridge
1520,OP03-R07-Pizza-111566-113399,OP03-R07-Pizza,111566,113399,2,fridge
1521,OP03-R07-Pizza-113557-115243,OP03-R07-Pizza,113557,115243,3,sausage_container
1522,OP03-R07-Pizza-117443-118419,OP03-R07-Pizza,117443,118419,5,sausage_container
1523,OP03-R07-Pizza-118369-121639,OP03-R07-Pizza,118369,121639,2,sausage_container
1524,OP03-R07-Pizza-121699-124509,OP03-R07-Pizza,121699,124509,3,sausage
1525,OP03-R07-Pizza-126640-154972,OP03-R07-Pizza,126640,154972,4,sausage
1526,OP03-R07-Pizza-157125-158110,OP03-R07-Pizza,157125,158110,5,eating_utensil
1527,OP03-R07-Pizza-163731-168097,OP03-R07-Pizza,163731,168097,1,recipe
1528,OP03-R07-Pizza-168916-172569,OP03-R07-Pizza,168916,172569,3,bell_pepper
1529,OP03-R07-Pizza-172447-173709,OP03-R07-Pizza,172447,173709,3,bell_pepper
1530,OP03-R07-Pizza-173663-174565,OP03-R07-Pizza,173663,174565,6,fridge
1531,OP03-R07-Pizza-175700-184600,OP03-R07-Pizza,175700,184600,4,bell_pepper
1532,OP03-R07-Pizza-186350-202050,OP03-R07-Pizza,186350,202050,4,bell_pepper
1533,OP03-R07-Pizza-203500-220700,OP03-R07-Pizza,203500,220700,4,bell_pepper
1534,OP03-R07-Pizza-223400-254800,OP03-R07-Pizza,223400,254800,4,bell_pepper
1535,OP03-R07-Pizza-256340-257520,OP03-R07-Pizza,256340,257520,5,eating_utensil
1536,OP03-R07-Pizza-258873-260951,OP03-R07-Pizza,258873,260951,5,bell_pepper
1537,OP03-R07-Pizza-260987-263390,OP03-R07-Pizza,260987,263390,5,bell_pepper
1538,OP03-R07-Pizza-264053-265314,OP03-R07-Pizza,264053,265314,3,mushroom_container
1539,OP03-R07-Pizza-266392-267519,OP03-R07-Pizza,266392,267519,5,mushroom_container
1540,OP03-R07-Pizza-269111-270298,OP03-R07-Pizza,269111,270298,3,sausage_container
1541,OP03-R07-Pizza-274109-275864,OP03-R07-Pizza,274109,275864,5,sausage_container
1542,OP03-R07-Pizza-275581-276634,OP03-R07-Pizza,275581,276634,5,sausage_container
1543,OP03-R07-Pizza-276482-277889,OP03-R07-Pizza,276482,277889,3,grocery_bag
1544,OP03-R07-Pizza-279391-280379,OP03-R07-Pizza,279391,280379,5,cheese_container
1545,OP03-R07-Pizza-281140-282416,OP03-R07-Pizza,281140,282416,3,condiment_container
1546,OP03-R07-Pizza-282302-283268,OP03-R07-Pizza,282302,283268,3,condiment_container
1547,OP03-R07-Pizza-285110-286090,OP03-R07-Pizza,285110,286090,5,condiment_container
1548,OP03-R07-Pizza-287314-292088,OP03-R07-Pizza,287314,292088,1,recipe
1549,OP03-R07-Pizza-294716-295722,OP03-R07-Pizza,294716,295722,3,oil_container
1550,OP03-R07-Pizza-295784-298071,OP03-R07-Pizza,295784,298071,2,oil_container
1551,OP03-R07-Pizza-298959-302037,OP03-R07-Pizza,298959,302037,0,stove
1552,OP03-R07-Pizza-302113-303791,OP03-R07-Pizza,302113,303791,9,"oil,oil_container,pan"
1553,OP03-R07-Pizza-304107-304921,OP03-R07-Pizza,304107,304921,5,oil_container
1554,OP03-R07-Pizza-305259-307130,OP03-R07-Pizza,305259,307130,7,pan
1555,OP03-R07-Pizza-307829-308509,OP03-R07-Pizza,307829,308509,3,oil_container
1556,OP03-R07-Pizza-308555-309851,OP03-R07-Pizza,308555,309851,9,"oil,oil_container,pan"
1557,OP03-R07-Pizza-310371-311377,OP03-R07-Pizza,310371,311377,6,oil_container
1558,OP03-R07-Pizza-311210-313112,OP03-R07-Pizza,311210,313112,6,oil_container
1559,OP03-R07-Pizza-313761-314620,OP03-R07-Pizza,313761,314620,5,oil_container
1560,OP03-R07-Pizza-316095-317733,OP03-R07-Pizza,316095,317733,3,mushroom
1561,OP03-R07-Pizza-340334-343156,OP03-R07-Pizza,340334,343156,4,mushroom
1562,OP03-R07-Pizza-343360-351220,OP03-R07-Pizza,343360,351220,4,mushroom
1563,OP03-R07-Pizza-351295-352348,OP03-R07-Pizza,351295,352348,3,plate
1564,OP03-R07-Pizza-353936-358861,OP03-R07-Pizza,353936,358861,10,"mushrooms,plate,pan"
1565,OP03-R07-Pizza-359941-361147,OP03-R07-Pizza,359941,361147,5,plate
1566,OP03-R07-Pizza-362039-363935,OP03-R07-Pizza,362039,363935,7,mushroom
1567,OP03-R07-Pizza-366212-368387,OP03-R07-Pizza,366212,368387,7,pan
1568,OP03-R07-Pizza-370944-376803,OP03-R07-Pizza,370944,376803,7,"mushroom,eating_utensil"
1569,OP03-R07-Pizza-377329-378151,OP03-R07-Pizza,377329,378151,5,eating_utensil
1570,OP03-R07-Pizza-379035-380949,OP03-R07-Pizza,379035,380949,7,mushroom
1571,OP03-R07-Pizza-385279-387396,OP03-R07-Pizza,385279,387396,2,oil_container
1572,OP03-R07-Pizza-387192-389182,OP03-R07-Pizza,387192,389182,9,"oil,oil_container,pan"
1573,OP03-R07-Pizza-389452-391686,OP03-R07-Pizza,389452,391686,6,oil_container
1574,OP03-R07-Pizza-392124-392827,OP03-R07-Pizza,392124,392827,5,oil_container
1575,OP03-R07-Pizza-401090-411270,OP03-R07-Pizza,401090,411270,7,"mushroom,cooking_utensil"
1576,OP03-R07-Pizza-412957-415650,OP03-R07-Pizza,412957,415650,7,"mushroom,cooking_utensil"
1577,OP03-R07-Pizza-416458-419710,OP03-R07-Pizza,416458,419710,7,"mushroom,cooking_utensil"
1578,OP03-R07-Pizza-419633-421819,OP03-R07-Pizza,419633,421819,7,"mushroom,cooking_utensil"
1579,OP03-R07-Pizza-421831-424885,OP03-R07-Pizza,421831,424885,7,"mushroom,cooking_utensil"
1580,OP03-R07-Pizza-425080-430076,OP03-R07-Pizza,425080,430076,7,pan
1581,OP03-R07-Pizza-430563-438887,OP03-R07-Pizza,430563,438887,7,"mushroom,cooking_utensil"
1582,OP03-R07-Pizza-438970-444856,OP03-R07-Pizza,438970,444856,7,"mushroom,pan"
1583,OP03-R07-Pizza-445125-455124,OP03-R07-Pizza,445125,455124,7,mushroom
1584,OP03-R07-Pizza-455199-467914,OP03-R07-Pizza,455199,467914,7,mushrooms
1585,OP03-R07-Pizza-468090-489590,OP03-R07-Pizza,468090,489590,7,mushroom
1586,OP03-R07-Pizza-500300-507074,OP03-R07-Pizza,500300,507074,7,"mushroom,cooking_utensil"
1587,OP03-R07-Pizza-507902-510707,OP03-R07-Pizza,507902,510707,0,stove
1588,OP03-R07-Pizza-510979-515415,OP03-R07-Pizza,510979,515415,7,pan
1589,OP03-R07-Pizza-515142-517067,OP03-R07-Pizza,515142,517067,5,pan
1590,OP03-R07-Pizza-522269-523211,OP03-R07-Pizza,522269,523211,5,cooking_utensil
1591,OP03-R07-Pizza-523425-524327,OP03-R07-Pizza,523425,524327,3,condiment_container
1592,OP03-R07-Pizza-524381-526584,OP03-R07-Pizza,524381,526584,2,condiment_container
1593,OP03-R07-Pizza-526739-537500,OP03-R07-Pizza,526739,537500,0,"condiment,pizza_crust"
1594,OP03-R07-Pizza-537674-538506,OP03-R07-Pizza,537674,538506,6,condiment_container
1595,OP03-R07-Pizza-540491-541335,OP03-R07-Pizza,540491,541335,3,eating_utensil
1596,OP03-R07-Pizza-541858-543257,OP03-R07-Pizza,541858,543257,10,"sausage,plate,pizza"
1597,OP03-R07-Pizza-543372-559770,OP03-R07-Pizza,543372,559770,10,"sausage,plate,pizza"
1598,OP03-R07-Pizza-560677-563970,OP03-R07-Pizza,560677,563970,4,sausage
1599,OP03-R07-Pizza-564914-568498,OP03-R07-Pizza,564914,568498,5,sausage
1600,OP03-R07-Pizza-568881-569878,OP03-R07-Pizza,568881,569878,3,bell_pepper
1601,OP03-R07-Pizza-570114-586794,OP03-R07-Pizza,570114,586794,0,"bell_pepper,pizza"
1602,OP03-R07-Pizza-588541-592208,OP03-R07-Pizza,588541,592208,4,bell_pepper
1603,OP03-R07-Pizza-593207-594669,OP03-R07-Pizza,593207,594669,7,sausage
1604,OP03-R07-Pizza-597753-598744,OP03-R07-Pizza,597753,598744,3,pan
1605,OP03-R07-Pizza-600813-609989,OP03-R07-Pizza,600813,609989,10,"mushrooms,pan,pizza"
